length,length,ID,count,type
237,237,EE88209,2836.0,healthy
238,238,EE88209,2782.0,healthy
239,239,EE88209,2749.0,healthy
90,90,EE88245,1478.0,healthy
91,91,EE88245,1319.0,healthy
92,92,EE88245,1511.0,healthy
93,93,EE88245,1773.0,healthy
94,94,EE88245,1961.0,healthy
95,95,EE88245,2007.0,healthy
96,96,EE88245,1933.0,healthy
97,97,EE88245,1881.0,healthy
98,98,EE88245,2227.0,healthy
99,99,EE88245,7619.0,healthy
100,100,EE88245,8680.0,healthy
101,101,EE88245,9835.0,healthy
102,102,EE88245,10186.0,healthy
103,103,EE88245,10436.0,healthy
104,104,EE88245,11030.0,healthy
105,105,EE88245,10946.0,healthy
106,106,EE88245,11640.0,healthy
107,107,EE88245,13266.0,healthy
108,108,EE88245,14600.0,healthy
109,109,EE88245,16953.0,healthy
110,110,EE88245,20786.0,healthy
111,111,EE88245,23532.0,healthy
112,112,EE88245,24820.0,healthy
113,113,EE88245,22880.0,healthy
114,114,EE88245,21582.0,healthy
115,115,EE88245,21917.0,healthy
116,116,EE88245,23949.0,healthy
117,117,EE88245,26877.0,healthy
118,118,EE88245,30408.0,healthy
119,119,EE88245,35056.0,healthy
120,120,EE88245,42977.0,healthy
121,121,EE88245,56037.0,healthy
122,122,EE88245,66844.0,healthy
123,123,EE88245,67109.0,healthy
124,124,EE88245,54546.0,healthy
125,125,EE88245,45704.0,healthy
126,126,EE88245,44213.0,healthy
127,127,EE88245,47862.0,healthy
128,128,EE88245,54190.0,healthy
129,129,EE88245,62575.0,healthy
130,130,EE88245,76026.0,healthy
131,131,EE88245,98558.0,healthy
132,132,EE88245,133800.0,healthy
133,133,EE88245,168378.0,healthy
134,134,EE88245,180915.0,healthy
135,135,EE88245,158132.0,healthy
136,136,EE88245,140754.0,healthy
137,137,EE88245,147473.0,healthy
138,138,EE88245,175778.0,healthy
139,139,EE88245,220317.0,healthy
140,140,EE88245,274024.0,healthy
141,141,EE88245,315487.0,healthy
142,142,EE88245,327696.0,healthy
143,143,EE88245,325824.0,healthy
144,144,EE88245,329102.0,healthy
145,145,EE88245,334421.0,healthy
146,146,EE88245,335761.0,healthy
147,147,EE88245,338898.0,healthy
148,148,EE88245,356517.0,healthy
149,149,EE88245,381602.0,healthy
150,150,EE88245,411810.0,healthy
151,151,EE88245,453141.0,healthy
152,152,EE88245,484142.0,healthy
153,153,EE88245,483176.0,healthy
154,154,EE88245,462357.0,healthy
155,155,EE88245,463946.0,healthy
156,156,EE88245,491159.0,healthy
157,157,EE88245,541040.0,healthy
158,158,EE88245,608408.0,healthy
159,159,EE88245,674541.0,healthy
160,160,EE88245,724959.0,healthy
161,161,EE88245,758117.0,healthy
162,162,EE88245,793417.0,healthy
163,163,EE88245,860991.0,healthy
164,164,EE88245,973765.0,healthy
165,165,EE88245,1074273.0,healthy
166,166,EE88245,1112582.0,healthy
167,167,EE88245,1109386.0,healthy
168,168,EE88245,1074452.0,healthy
169,169,EE88245,1030001.0,healthy
170,170,EE88245,970180.0,healthy
171,171,EE88245,907771.0,healthy
172,172,EE88245,857588.0,healthy
173,173,EE88245,837498.0,healthy
174,174,EE88245,822118.0,healthy
175,175,EE88245,810699.0,healthy
176,176,EE88245,789100.0,healthy
177,177,EE88245,747034.0,healthy
178,178,EE88245,692365.0,healthy
179,179,EE88245,634618.0,healthy
180,180,EE88245,577054.0,healthy
181,181,EE88245,522876.0,healthy
182,182,EE88245,477038.0,healthy
183,183,EE88245,437950.0,healthy
184,184,EE88245,410235.0,healthy
185,185,EE88245,388998.0,healthy
186,186,EE88245,371180.0,healthy
187,187,EE88245,353969.0,healthy
188,188,EE88245,337297.0,healthy
189,189,EE88245,314474.0,healthy
190,190,EE88245,290702.0,healthy
191,191,EE88245,263952.0,healthy
192,192,EE88245,239763.0,healthy
193,193,EE88245,218318.0,healthy
194,194,EE88245,200843.0,healthy
195,195,EE88245,186950.0,healthy
196,196,EE88245,176931.0,healthy
197,197,EE88245,167021.0,healthy
198,198,EE88245,160026.0,healthy
199,199,EE88245,152224.0,healthy
200,200,EE88245,143103.0,healthy
201,201,EE88245,133327.0,healthy
202,202,EE88245,122654.0,healthy
203,203,EE88245,112199.0,healthy
204,204,EE88245,103423.0,healthy
205,205,EE88245,95689.0,healthy
206,206,EE88245,88652.0,healthy
207,207,EE88245,82477.0,healthy
208,208,EE88245,78881.0,healthy
209,209,EE88245,74667.0,healthy
210,210,EE88245,70451.0,healthy
211,211,EE88245,65430.0,healthy
212,212,EE88245,60595.0,healthy
213,213,EE88245,55618.0,healthy
214,214,EE88245,50509.0,healthy
215,215,EE88245,46510.0,healthy
216,216,EE88245,43007.0,healthy
217,217,EE88245,39856.0,healthy
218,218,EE88245,37464.0,healthy
219,219,EE88245,35248.0,healthy
220,220,EE88245,33017.0,healthy
221,221,EE88245,31018.0,healthy
222,222,EE88245,28870.0,healthy
223,223,EE88245,26762.0,healthy
224,224,EE88245,24858.0,healthy
225,225,EE88245,22616.0,healthy
226,226,EE88245,20736.0,healthy
227,227,EE88245,19357.0,healthy
228,228,EE88245,17887.0,healthy
229,229,EE88245,17308.0,healthy
230,230,EE88245,16375.0,healthy
231,231,EE88245,15248.0,healthy
232,232,EE88245,14338.0,healthy
233,233,EE88245,13294.0,healthy
234,234,EE88245,12426.0,healthy
235,235,EE88245,11487.0,healthy
236,236,EE88245,10729.0,healthy
237,237,EE88245,10131.0,healthy
238,238,EE88245,9750.0,healthy
239,239,EE88245,9229.0,healthy
90,90,EE88112,1489.0,healthy
91,91,EE88112,1497.0,healthy
92,92,EE88112,1516.0,healthy
93,93,EE88112,1530.0,healthy
94,94,EE88112,1701.0,healthy
95,95,EE88112,1763.0,healthy
96,96,EE88112,1644.0,healthy
97,97,EE88112,1841.0,healthy
98,98,EE88112,2000.0,healthy
99,99,EE88112,7611.0,healthy
100,100,EE88112,8696.0,healthy
101,101,EE88112,9962.0,healthy
102,102,EE88112,10125.0,healthy
103,103,EE88112,10783.0,healthy
104,104,EE88112,10909.0,healthy
105,105,EE88112,10885.0,healthy
106,106,EE88112,11856.0,healthy
107,107,EE88112,13768.0,healthy
108,108,EE88112,15262.0,healthy
109,109,EE88112,18452.0,healthy
110,110,EE88112,22355.0,healthy
111,111,EE88112,26177.0,healthy
112,112,EE88112,27098.0,healthy
113,113,EE88112,24924.0,healthy
114,114,EE88112,23679.0,healthy
115,115,EE88112,23868.0,healthy
116,116,EE88112,26892.0,healthy
117,117,EE88112,30152.0,healthy
118,118,EE88112,34269.0,healthy
119,119,EE88112,39671.0,healthy
120,120,EE88112,49383.0,healthy
121,121,EE88112,64086.0,healthy
122,122,EE88112,76955.0,healthy
123,123,EE88112,77811.0,healthy
124,124,EE88112,64573.0,healthy
125,125,EE88112,53350.0,healthy
126,126,EE88112,52323.0,healthy
127,127,EE88112,57109.0,healthy
128,128,EE88112,63982.0,healthy
129,129,EE88112,74025.0,healthy
130,130,EE88112,90270.0,healthy
131,131,EE88112,115533.0,healthy
132,132,EE88112,153535.0,healthy
133,133,EE88112,192198.0,healthy
134,134,EE88112,205872.0,healthy
135,135,EE88112,180417.0,healthy
136,136,EE88112,161228.0,healthy
137,137,EE88112,167723.0,healthy
138,138,EE88112,197174.0,healthy
139,139,EE88112,244774.0,healthy
140,140,EE88112,303913.0,healthy
141,141,EE88112,350628.0,healthy
142,142,EE88112,364845.0,healthy
143,143,EE88112,362136.0,healthy
144,144,EE88112,365013.0,healthy
145,145,EE88112,371697.0,healthy
146,146,EE88112,370651.0,healthy
147,147,EE88112,372733.0,healthy
148,148,EE88112,391646.0,healthy
149,149,EE88112,420549.0,healthy
150,150,EE88112,453226.0,healthy
151,151,EE88112,498409.0,healthy
152,152,EE88112,535682.0,healthy
153,153,EE88112,536587.0,healthy
154,154,EE88112,515187.0,healthy
155,155,EE88112,509864.0,healthy
156,156,EE88112,533883.0,healthy
157,157,EE88112,584489.0,healthy
158,158,EE88112,651809.0,healthy
159,159,EE88112,726258.0,healthy
160,160,EE88112,784535.0,healthy
161,161,EE88112,821790.0,healthy
162,162,EE88112,853913.0,healthy
163,163,EE88112,918741.0,healthy
164,164,EE88112,1024682.0,healthy
165,165,EE88112,1114242.0,healthy
166,166,EE88112,1146082.0,healthy
167,167,EE88112,1144331.0,healthy
168,168,EE88112,1119002.0,healthy
169,169,EE88112,1080936.0,healthy
170,170,EE88112,1025660.0,healthy
171,171,EE88112,963909.0,healthy
172,172,EE88112,908828.0,healthy
173,173,EE88112,879775.0,healthy
174,174,EE88112,857027.0,healthy
175,175,EE88112,841430.0,healthy
176,176,EE88112,815561.0,healthy
177,177,EE88112,775138.0,healthy
178,178,EE88112,724800.0,healthy
179,179,EE88112,668872.0,healthy
180,180,EE88112,615481.0,healthy
181,181,EE88112,562774.0,healthy
182,182,EE88112,518319.0,healthy
183,183,EE88112,479404.0,healthy
184,184,EE88112,449234.0,healthy
185,185,EE88112,425729.0,healthy
186,186,EE88112,407185.0,healthy
187,187,EE88112,388736.0,healthy
188,188,EE88112,372149.0,healthy
189,189,EE88112,349859.0,healthy
190,190,EE88112,324537.0,healthy
191,191,EE88112,297694.0,healthy
192,192,EE88112,273821.0,healthy
193,193,EE88112,251086.0,healthy
194,194,EE88112,230669.0,healthy
195,195,EE88112,216915.0,healthy
196,196,EE88112,203954.0,healthy
197,197,EE88112,194762.0,healthy
198,198,EE88112,186322.0,healthy
199,199,EE88112,177565.0,healthy
200,200,EE88112,167881.0,healthy
201,201,EE88112,157243.0,healthy
202,202,EE88112,145881.0,healthy
203,203,EE88112,134086.0,healthy
204,204,EE88112,124289.0,healthy
205,205,EE88112,114808.0,healthy
206,206,EE88112,107634.0,healthy
207,207,EE88112,100919.0,healthy
208,208,EE88112,96200.0,healthy
209,209,EE88112,91822.0,healthy
210,210,EE88112,86691.0,healthy
211,211,EE88112,81737.0,healthy
212,212,EE88112,76628.0,healthy
213,213,EE88112,70995.0,healthy
214,214,EE88112,65426.0,healthy
215,215,EE88112,59735.0,healthy
216,216,EE88112,54909.0,healthy
217,217,EE88112,51341.0,healthy
218,218,EE88112,48247.0,healthy
219,219,EE88112,46147.0,healthy
220,220,EE88112,43671.0,healthy
221,221,EE88112,41058.0,healthy
222,222,EE88112,38426.0,healthy
223,223,EE88112,35812.0,healthy
224,224,EE88112,33028.0,healthy
225,225,EE88112,30317.0,healthy
226,226,EE88112,27946.0,healthy
227,227,EE88112,26153.0,healthy
228,228,EE88112,24496.0,healthy
229,229,EE88112,23038.0,healthy
230,230,EE88112,22067.0,healthy
231,231,EE88112,20835.0,healthy
232,232,EE88112,19335.0,healthy
233,233,EE88112,18172.0,healthy
234,234,EE88112,17015.0,healthy
235,235,EE88112,15600.0,healthy
236,236,EE88112,14696.0,healthy
237,237,EE88112,14036.0,healthy
238,238,EE88112,13327.0,healthy
239,239,EE88112,12686.0,healthy
90,90,EE87926,2884.0,healthy
91,91,EE87926,2584.0,healthy
92,92,EE87926,2543.0,healthy
93,93,EE87926,2784.0,healthy
94,94,EE87926,3018.0,healthy
95,95,EE87926,2985.0,healthy
96,96,EE87926,2965.0,healthy
97,97,EE87926,3223.0,healthy
98,98,EE87926,3347.0,healthy
99,99,EE87926,21566.0,healthy
100,100,EE87926,25579.0,healthy
101,101,EE87926,28116.0,healthy
102,102,EE87926,29202.0,healthy
103,103,EE87926,29363.0,healthy
104,104,EE87926,29104.0,healthy
105,105,EE87926,28168.0,healthy
106,106,EE87926,29580.0,healthy
107,107,EE87926,32348.0,healthy
108,108,EE87926,36172.0,healthy
109,109,EE87926,42838.0,healthy
110,110,EE87926,51561.0,healthy
111,111,EE87926,58445.0,healthy
112,112,EE87926,58960.0,healthy
113,113,EE87926,51676.0,healthy
114,114,EE87926,47349.0,healthy
115,115,EE87926,46404.0,healthy
116,116,EE87926,49085.0,healthy
117,117,EE87926,53536.0,healthy
118,118,EE87926,59621.0,healthy
119,119,EE87926,69605.0,healthy
120,120,EE87926,86178.0,healthy
121,121,EE87926,111762.0,healthy
122,122,EE87926,131084.0,healthy
123,123,EE87926,126081.0,healthy
124,124,EE87926,99329.0,healthy
125,125,EE87926,79647.0,healthy
126,126,EE87926,75071.0,healthy
127,127,EE87926,80104.0,healthy
128,128,EE87926,87637.0,healthy
129,129,EE87926,100577.0,healthy
130,130,EE87926,122787.0,healthy
131,131,EE87926,157806.0,healthy
132,132,EE87926,207859.0,healthy
133,133,EE87926,255062.0,healthy
134,134,EE87926,264548.0,healthy
135,135,EE87926,227507.0,healthy
136,136,EE87926,199179.0,healthy
137,137,EE87926,202858.0,healthy
138,138,EE87926,235117.0,healthy
139,139,EE87926,292727.0,healthy
140,140,EE87926,364032.0,healthy
141,141,EE87926,422538.0,healthy
142,142,EE87926,443057.0,healthy
143,143,EE87926,440956.0,healthy
144,144,EE87926,443171.0,healthy
145,145,EE87926,450607.0,healthy
146,146,EE87926,448761.0,healthy
147,147,EE87926,449946.0,healthy
148,148,EE87926,467850.0,healthy
149,149,EE87926,493642.0,healthy
150,150,EE87926,532780.0,healthy
151,151,EE87926,582576.0,healthy
152,152,EE87926,626192.0,healthy
153,153,EE87926,626788.0,healthy
154,154,EE87926,598590.0,healthy
155,155,EE87926,592667.0,healthy
156,156,EE87926,614403.0,healthy
157,157,EE87926,666129.0,healthy
158,158,EE87926,736728.0,healthy
159,159,EE87926,818212.0,healthy
160,160,EE87926,885243.0,healthy
161,161,EE87926,927995.0,healthy
162,162,EE87926,962287.0,healthy
163,163,EE87926,1021981.0,healthy
164,164,EE87926,1119562.0,healthy
165,165,EE87926,1203778.0,healthy
166,166,EE87926,1245813.0,healthy
167,167,EE87926,1266139.0,healthy
168,168,EE87926,1257009.0,healthy
169,169,EE87926,1238585.0,healthy
170,170,EE87926,1193575.0,healthy
171,171,EE87926,1139395.0,healthy
172,172,EE87926,1083387.0,healthy
173,173,EE87926,1055502.0,healthy
174,174,EE87926,1035707.0,healthy
175,175,EE87926,1022752.0,healthy
176,176,EE87926,1000492.0,healthy
177,177,EE87926,961830.0,healthy
178,178,EE87926,908845.0,healthy
179,179,EE87926,850307.0,healthy
180,180,EE87926,790380.0,healthy
181,181,EE87926,727941.0,healthy
182,182,EE87926,677253.0,healthy
183,183,EE87926,631805.0,healthy
184,184,EE87926,593688.0,healthy
185,185,EE87926,565581.0,healthy
186,186,EE87926,542046.0,healthy
187,187,EE87926,518657.0,healthy
188,188,EE87926,497312.0,healthy
189,189,EE87926,470887.0,healthy
190,190,EE87926,440318.0,healthy
191,191,EE87926,406917.0,healthy
192,192,EE87926,374154.0,healthy
193,193,EE87926,345126.0,healthy
194,194,EE87926,319436.0,healthy
195,195,EE87926,298560.0,healthy
196,196,EE87926,284005.0,healthy
197,197,EE87926,270698.0,healthy
198,198,EE87926,259222.0,healthy
199,199,EE87926,247008.0,healthy
200,200,EE87926,233803.0,healthy
201,201,EE87926,220021.0,healthy
202,202,EE87926,203224.0,healthy
203,203,EE87926,187623.0,healthy
204,204,EE87926,173659.0,healthy
205,205,EE87926,160773.0,healthy
206,206,EE87926,151440.0,healthy
207,207,EE87926,141558.0,healthy
208,208,EE87926,134544.0,healthy
209,209,EE87926,128456.0,healthy
210,210,EE87926,121731.0,healthy
211,211,EE87926,113557.0,healthy
212,212,EE87926,106274.0,healthy
213,213,EE87926,97948.0,healthy
214,214,EE87926,90578.0,healthy
215,215,EE87926,83843.0,healthy
216,216,EE87926,77228.0,healthy
217,217,EE87926,71649.0,healthy
218,218,EE87926,67681.0,healthy
219,219,EE87926,64572.0,healthy
220,220,EE87926,60590.0,healthy
221,221,EE87926,56933.0,healthy
222,222,EE87926,53551.0,healthy
223,223,EE87926,49186.0,healthy
224,224,EE87926,45547.0,healthy
225,225,EE87926,42248.0,healthy
226,226,EE87926,39105.0,healthy
227,227,EE87926,36044.0,healthy
228,228,EE87926,33950.0,healthy
229,229,EE87926,32043.0,healthy
230,230,EE87926,30214.0,healthy
231,231,EE87926,28255.0,healthy
232,232,EE87926,26799.0,healthy
233,233,EE87926,25257.0,healthy
234,234,EE87926,23245.0,healthy
235,235,EE87926,21500.0,healthy
236,236,EE87926,19882.0,healthy
237,237,EE87926,18394.0,healthy
238,238,EE87926,17385.0,healthy
239,239,EE87926,16694.0,healthy
90,90,EE87959,1609.0,healthy
91,91,EE87959,1390.0,healthy
92,92,EE87959,1573.0,healthy
93,93,EE87959,1820.0,healthy
94,94,EE87959,1868.0,healthy
95,95,EE87959,2030.0,healthy
96,96,EE87959,1856.0,healthy
97,97,EE87959,1835.0,healthy
98,98,EE87959,2245.0,healthy
99,99,EE87959,12533.0,healthy
100,100,EE87959,14875.0,healthy
101,101,EE87959,16417.0,healthy
102,102,EE87959,17127.0,healthy
103,103,EE87959,17721.0,healthy
104,104,EE87959,17867.0,healthy
105,105,EE87959,18150.0,healthy
106,106,EE87959,19529.0,healthy
107,107,EE87959,22186.0,healthy
108,108,EE87959,24937.0,healthy
109,109,EE87959,29357.0,healthy
110,110,EE87959,35914.0,healthy
111,111,EE87959,40831.0,healthy
112,112,EE87959,42007.0,healthy
113,113,EE87959,38291.0,healthy
114,114,EE87959,35988.0,healthy
115,115,EE87959,36340.0,healthy
116,116,EE87959,39079.0,healthy
117,117,EE87959,43281.0,healthy
118,118,EE87959,48174.0,healthy
119,119,EE87959,55447.0,healthy
120,120,EE87959,68850.0,healthy
121,121,EE87959,88126.0,healthy
122,122,EE87959,103244.0,healthy
123,123,EE87959,100855.0,healthy
124,124,EE87959,81535.0,healthy
125,125,EE87959,67235.0,healthy
126,126,EE87959,65533.0,healthy
127,127,EE87959,70962.0,healthy
128,128,EE87959,78684.0,healthy
129,129,EE87959,89838.0,healthy
130,130,EE87959,109092.0,healthy
131,131,EE87959,138658.0,healthy
132,132,EE87959,181430.0,healthy
133,133,EE87959,223693.0,healthy
134,134,EE87959,235483.0,healthy
135,135,EE87959,204674.0,healthy
136,136,EE87959,182707.0,healthy
137,137,EE87959,191297.0,healthy
138,138,EE87959,225521.0,healthy
139,139,EE87959,276413.0,healthy
140,140,EE87959,335517.0,healthy
141,141,EE87959,378973.0,healthy
142,142,EE87959,391976.0,healthy
143,143,EE87959,389875.0,healthy
144,144,EE87959,390563.0,healthy
145,145,EE87959,392491.0,healthy
146,146,EE87959,386753.0,healthy
147,147,EE87959,387698.0,healthy
148,148,EE87959,405904.0,healthy
149,149,EE87959,432639.0,healthy
150,150,EE87959,465876.0,healthy
151,151,EE87959,503187.0,healthy
152,152,EE87959,534102.0,healthy
153,153,EE87959,531499.0,healthy
154,154,EE87959,510792.0,healthy
155,155,EE87959,512174.0,healthy
156,156,EE87959,538239.0,healthy
157,157,EE87959,585917.0,healthy
158,158,EE87959,650541.0,healthy
159,159,EE87959,715401.0,healthy
160,160,EE87959,765336.0,healthy
161,161,EE87959,800063.0,healthy
162,162,EE87959,839173.0,healthy
163,163,EE87959,910068.0,healthy
164,164,EE87959,1021955.0,healthy
165,165,EE87959,1110047.0,healthy
166,166,EE87959,1131200.0,healthy
167,167,EE87959,1106845.0,healthy
168,168,EE87959,1060792.0,healthy
169,169,EE87959,1004655.0,healthy
170,170,EE87959,935625.0,healthy
171,171,EE87959,867750.0,healthy
172,172,EE87959,808907.0,healthy
173,173,EE87959,775502.0,healthy
174,174,EE87959,744236.0,healthy
175,175,EE87959,717842.0,healthy
176,176,EE87959,684926.0,healthy
177,177,EE87959,637414.0,healthy
178,178,EE87959,585483.0,healthy
179,179,EE87959,531130.0,healthy
180,180,EE87959,480000.0,healthy
181,181,EE87959,433810.0,healthy
182,182,EE87959,393271.0,healthy
183,183,EE87959,359065.0,healthy
184,184,EE87959,333480.0,healthy
185,185,EE87959,312005.0,healthy
186,186,EE87959,292684.0,healthy
187,187,EE87959,276133.0,healthy
188,188,EE87959,259241.0,healthy
189,189,EE87959,240312.0,healthy
190,190,EE87959,220417.0,healthy
191,191,EE87959,199678.0,healthy
192,192,EE87959,180631.0,healthy
193,193,EE87959,164231.0,healthy
194,194,EE87959,150848.0,healthy
195,195,EE87959,137758.0,healthy
196,196,EE87959,128506.0,healthy
197,197,EE87959,120609.0,healthy
198,198,EE87959,113650.0,healthy
199,199,EE87959,107878.0,healthy
200,200,EE87959,99667.0,healthy
201,201,EE87959,92290.0,healthy
202,202,EE87959,84685.0,healthy
203,203,EE87959,77490.0,healthy
204,204,EE87959,70651.0,healthy
205,205,EE87959,64608.0,healthy
206,206,EE87959,59653.0,healthy
207,207,EE87959,55504.0,healthy
208,208,EE87959,52988.0,healthy
209,209,EE87959,49105.0,healthy
210,210,EE87959,46086.0,healthy
211,211,EE87959,42758.0,healthy
212,212,EE87959,39615.0,healthy
213,213,EE87959,35597.0,healthy
214,214,EE87959,32626.0,healthy
215,215,EE87959,30017.0,healthy
216,216,EE87959,27567.0,healthy
217,217,EE87959,25519.0,healthy
218,218,EE87959,23809.0,healthy
219,219,EE87959,22285.0,healthy
220,220,EE87959,20732.0,healthy
221,221,EE87959,19693.0,healthy
222,222,EE87959,18044.0,healthy
223,223,EE87959,16489.0,healthy
224,224,EE87959,15134.0,healthy
225,225,EE87959,13766.0,healthy
226,226,EE87959,12676.0,healthy
227,227,EE87959,11720.0,healthy
228,228,EE87959,10846.0,healthy
229,229,EE87959,10377.0,healthy
230,230,EE87959,10057.0,healthy
231,231,EE87959,9052.0,healthy
232,232,EE87959,8672.0,healthy
233,233,EE87959,7847.0,healthy
234,234,EE87959,7313.0,healthy
235,235,EE87959,6760.0,healthy
236,236,EE87959,6471.0,healthy
237,237,EE87959,6067.0,healthy
238,238,EE87959,5571.0,healthy
239,239,EE87959,5453.0,healthy
90,90,EE87954,1353.0,healthy
91,91,EE87954,1190.0,healthy
92,92,EE87954,1224.0,healthy
93,93,EE87954,1504.0,healthy
94,94,EE87954,1627.0,healthy
95,95,EE87954,1654.0,healthy
96,96,EE87954,1500.0,healthy
97,97,EE87954,1587.0,healthy
98,98,EE87954,1615.0,healthy
99,99,EE87954,6890.0,healthy
100,100,EE87954,8091.0,healthy
101,101,EE87954,8904.0,healthy
102,102,EE87954,9456.0,healthy
103,103,EE87954,9668.0,healthy
104,104,EE87954,9978.0,healthy
105,105,EE87954,9935.0,healthy
106,106,EE87954,10901.0,healthy
107,107,EE87954,12217.0,healthy
108,108,EE87954,13925.0,healthy
109,109,EE87954,17052.0,healthy
110,110,EE87954,21372.0,healthy
111,111,EE87954,24825.0,healthy
112,112,EE87954,26096.0,healthy
113,113,EE87954,24380.0,healthy
114,114,EE87954,23051.0,healthy
115,115,EE87954,23237.0,healthy
116,116,EE87954,25089.0,healthy
117,117,EE87954,28001.0,healthy
118,118,EE87954,32436.0,healthy
119,119,EE87954,38115.0,healthy
120,120,EE87954,47459.0,healthy
121,121,EE87954,61070.0,healthy
122,122,EE87954,71419.0,healthy
123,123,EE87954,70370.0,healthy
124,124,EE87954,57855.0,healthy
125,125,EE87954,48115.0,healthy
126,126,EE87954,46216.0,healthy
127,127,EE87954,49713.0,healthy
128,128,EE87954,55439.0,healthy
129,129,EE87954,62802.0,healthy
130,130,EE87954,75749.0,healthy
131,131,EE87954,95170.0,healthy
132,132,EE87954,125069.0,healthy
133,133,EE87954,154449.0,healthy
134,134,EE87954,162303.0,healthy
135,135,EE87954,141043.0,healthy
136,136,EE87954,125002.0,healthy
137,137,EE87954,127324.0,healthy
138,138,EE87954,146915.0,healthy
139,139,EE87954,180861.0,healthy
140,140,EE87954,224060.0,healthy
141,141,EE87954,259787.0,healthy
142,142,EE87954,273763.0,healthy
143,143,EE87954,276073.0,healthy
144,144,EE87954,279335.0,healthy
145,145,EE87954,283750.0,healthy
146,146,EE87954,283125.0,healthy
147,147,EE87954,282850.0,healthy
148,148,EE87954,293493.0,healthy
149,149,EE87954,310684.0,healthy
150,150,EE87954,335007.0,healthy
151,151,EE87954,362656.0,healthy
152,152,EE87954,390533.0,healthy
153,153,EE87954,392716.0,healthy
154,154,EE87954,377487.0,healthy
155,155,EE87954,373230.0,healthy
156,156,EE87954,386240.0,healthy
157,157,EE87954,416827.0,healthy
158,158,EE87954,462133.0,healthy
159,159,EE87954,515530.0,healthy
160,160,EE87954,560655.0,healthy
161,161,EE87954,589404.0,healthy
162,162,EE87954,613024.0,healthy
163,163,EE87954,654734.0,healthy
164,164,EE87954,720169.0,healthy
165,165,EE87954,778961.0,healthy
166,166,EE87954,810438.0,healthy
167,167,EE87954,824776.0,healthy
168,168,EE87954,819204.0,healthy
169,169,EE87954,805135.0,healthy
170,170,EE87954,776760.0,healthy
171,171,EE87954,740225.0,healthy
172,172,EE87954,709622.0,healthy
173,173,EE87954,697403.0,healthy
174,174,EE87954,685438.0,healthy
175,175,EE87954,679265.0,healthy
176,176,EE87954,664328.0,healthy
177,177,EE87954,635456.0,healthy
178,178,EE87954,597556.0,healthy
179,179,EE87954,554025.0,healthy
180,180,EE87954,511458.0,healthy
181,181,EE87954,471194.0,healthy
182,182,EE87954,434865.0,healthy
183,183,EE87954,405813.0,healthy
184,184,EE87954,379890.0,healthy
185,185,EE87954,362069.0,healthy
186,186,EE87954,347265.0,healthy
187,187,EE87954,330954.0,healthy
188,188,EE87954,315446.0,healthy
189,189,EE87954,296865.0,healthy
190,190,EE87954,276450.0,healthy
191,191,EE87954,253202.0,healthy
192,192,EE87954,232030.0,healthy
193,193,EE87954,213764.0,healthy
194,194,EE87954,198811.0,healthy
195,195,EE87954,185134.0,healthy
196,196,EE87954,175395.0,healthy
197,197,EE87954,167244.0,healthy
198,198,EE87954,159712.0,healthy
199,199,EE87954,151363.0,healthy
200,200,EE87954,142610.0,healthy
201,201,EE87954,133317.0,healthy
202,202,EE87954,123485.0,healthy
203,203,EE87954,113979.0,healthy
204,204,EE87954,104750.0,healthy
205,205,EE87954,96923.0,healthy
206,206,EE87954,90862.0,healthy
207,207,EE87954,85326.0,healthy
208,208,EE87954,81014.0,healthy
209,209,EE87954,76500.0,healthy
210,210,EE87954,72464.0,healthy
211,211,EE87954,68192.0,healthy
212,212,EE87954,62898.0,healthy
213,213,EE87954,57592.0,healthy
214,214,EE87954,53708.0,healthy
215,215,EE87954,49343.0,healthy
216,216,EE87954,45338.0,healthy
217,217,EE87954,42295.0,healthy
218,218,EE87954,39912.0,healthy
219,219,EE87954,37644.0,healthy
220,220,EE87954,35444.0,healthy
221,221,EE87954,33405.0,healthy
222,222,EE87954,31086.0,healthy
223,223,EE87954,28570.0,healthy
224,224,EE87954,26616.0,healthy
225,225,EE87954,24564.0,healthy
226,226,EE87954,22450.0,healthy
227,227,EE87954,20874.0,healthy
228,228,EE87954,19694.0,healthy
229,229,EE87954,18504.0,healthy
230,230,EE87954,17567.0,healthy
231,231,EE87954,16469.0,healthy
232,232,EE87954,15330.0,healthy
233,233,EE87954,14167.0,healthy
234,234,EE87954,13148.0,healthy
235,235,EE87954,12241.0,healthy
236,236,EE87954,11483.0,healthy
237,237,EE87954,10452.0,healthy
238,238,EE87954,10095.0,healthy
239,239,EE87954,9620.0,healthy
90,90,EE88018,2285.0,healthy
91,91,EE88018,1895.0,healthy
92,92,EE88018,1942.0,healthy
93,93,EE88018,2101.0,healthy
94,94,EE88018,2168.0,healthy
95,95,EE88018,2249.0,healthy
96,96,EE88018,2307.0,healthy
97,97,EE88018,2370.0,healthy
98,98,EE88018,2515.0,healthy
99,99,EE88018,11184.0,healthy
100,100,EE88018,13646.0,healthy
101,101,EE88018,15061.0,healthy
102,102,EE88018,16242.0,healthy
103,103,EE88018,17374.0,healthy
104,104,EE88018,17237.0,healthy
105,105,EE88018,17123.0,healthy
106,106,EE88018,18533.0,healthy
107,107,EE88018,20229.0,healthy
108,108,EE88018,23478.0,healthy
109,109,EE88018,28550.0,healthy
110,110,EE88018,35597.0,healthy
111,111,EE88018,42712.0,healthy
